sentence,label,source
Shares of mattress company Casper fall below IPO price in Day 2 on NYSE,negative,Twitter
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral,FPB
$RETA 510 Mar $220 calls look to be closing late,positive,Twitter
"Goldman On Gold: ""Time To Buy The Currency Of Last Resort""  https://t.co/xOgpsBr7jd",positive,Twitter
The Time for Canada’s Stock Market to Shine May Be in 2020,neutral,Twitter
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,neutral,FPB
"Impeachment investigators don't know exactly Rudy Giuliani said in phone calls regarding Ukraine, but ""I guarantee… https://t.co/XX7mvtVE7i",neutral,Twitter
Lumber Liquidators +4% after USTR determination,positive,Twitter
At the open (11/25/2019),neutral,Twitter
"A kiss on the hand
May be quite continental
But M&A is a girl's best friend....
Here's what you need to know about… https://t.co/yoNbUfUWy9",neutral,Twitter
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,negative,FiQA
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral,FPB
"U.S. Congress seeks answers on patient privacy in Google, Ascension cloud deal",neutral,Twitter
Acreage Open Its First Cannabis Cultivation Facility In The Pacific Northwest,neutral,Twitter
What a day. $SPY $ANET $SAGE $TCCO https://t.co/0fdjJRmy2S,neutral,Twitter
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,FPB
"Ball EPS beats by $0.04, misses on revenue",neutral,Twitter
Applied Genetic Tech down 7% premarket after pricing equity offering,negative,Twitter
"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",neutral,FPB
New Leak Shows Operating Manuals For 'Re-education Camps' For Chinese Muslims In Xinjiang Region https://t.co/wbCcrnS9KU,neutral,Twitter
"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",neutral,FPB
European traffic grew nearly 30 % .,positive,FPB
"U.S. Is Open to Dialogue With Iran, Special Envoy Hook Says",neutral,Twitter
"Aurora Cannabis’s stock in decline; CEO is out, cost cuts announced",negative,Twitter
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative,FiQA
Here's What to Like About Lannett's Q2 Earnings Results,neutral,Twitter
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral,FPB
Trump Beats Congressional Democrats’ Emoluments Lawsuit,neutral,Twitter
"For some of us, it takes longer than others to become a great friend, a great husband, father, wife, mother, uncond… https://t.co/Sii5uMLtdf",neutral,Twitter
$VOYA - Voya Financial EPS beats by $0.04 https://t.co/hUgVWMg1pR,positive,Twitter
"Did Tactile Systems Technology, Inc. (NASDAQ:TCMD) Use Debt To Deliver Its ROE Of 8.7%?",neutral,Twitter
Ubiquiti slides amid revenue shortfall,negative,Twitter
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,FPB
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,positive,FPB
MorphoSys up 7% on advancement of tafasitamab in DLBCL,positive,Twitter
"China Gangs Spreading Rumors to Exploit Pork Crisis, Report Says",neutral,Twitter
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",positive,FiQA
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,FPB
Wall Street pulls back from record highs after four-day rally,negative,Twitter
OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China https://t.co/j0mzuBmQbk,negative,Twitter
Number of offers received for this contract is two .,neutral,FPB
Hedge Funds Are Dumping Altair Engineering Inc. (ALTR),negative,Twitter
"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",positive,FPB
Nasdaq Private Market Sets New Annual Transaction Record in 2019 - StreetInsider.com,neutral,Twitter
"Hedge Funds Have Never Been This Bullish On Construction Partners, Inc. (ROAD)",positive,Twitter
$AYTU (-1.3% pre) Aytu BioScience Receives $23.0 Million from Warrant Exercises - SI https://t.co/i7KwoMuVvr,negative,Twitter
"Qiagen takeover likely, just further away - Evercore",neutral,Twitter
France's LVMH close to buying Tiffany after sweetening offer: sources https://t.co/5HyHxPhyqL https://t.co/eofnMyZ54Q,neutral,Twitter
Vitasoy International Holdings Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,negative,Twitter
"Should You Be Worried About Mistras Group, Inc.'s (NYSE:MG) 1.5% Return On Equity?",neutral,Twitter
$GTE LONG at 7.44,positive,FiQA
"Congress Mulls Reviving Tax Breaks Prized by ADM, Tesla, GM",neutral,Twitter
OPEC's share of Indian oil imports in October hits lowest since 2011,neutral,Twitter
$ITRN - Ituran Location declares $0.24 dividend https://t.co/2rH15WFA9G,neutral,Twitter
Why China's coronavirus is more dangerous for the global economy than SARS was in 2003 https://t.co/diuqsVLFOD via @BW,negative,Twitter
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative,FPB
"Donald Trump likes to boast that he has unwavering Republican support, but that backing is softer than he suggests https://t.co/pGEjBhAyaX",neutral,Twitter
And Ogden reportedly will shell out $ 4.2 million .,neutral,FPB
Sierra Oncology +10% premarket on launching late-stage Momentum trial,positive,Twitter
New York Governor Cuomo notes hospitalizations down sharply @Street_Insider $SPY,neutral,Twitter
Oil trades at 3-month high https://t.co/6F8tuUZLyb,positive,Twitter
"Fed removes reference to ""global developments"", has yet to blame global warming for repo crisis",neutral,Twitter
"FDA Approves Sarepta's Second DMD Drug, Analyst Projects $500M-Plus Opportunity",positive,Twitter
Europe needs 17 new large paper machines .,neutral,FPB
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",neutral,FPB
Intelsat cut to Market Perform at Raymond James,negative,Twitter
Officials at Ukraine's U.S. embassy got word that the U.S. had frozen military aid in July—but it would be weeks be… https://t.co/FefZ6ISQGo,neutral,Twitter
We asked FT readers to share their favourite books published in 2019 and you pointed us towards @jiatolentino… https://t.co/FP3nDTicUv,neutral,Twitter
South Africa Plans Duties on Poultry From U.S. And Brazil,neutral,Twitter
"Porsche is going all in on electric vehicles, but the legendary 911 will be the last of the brand’s lineup to make… https://t.co/yLO2JlqVp6",neutral,Twitter
"CDPQ teams with Piramal again, launches $300m Indian private credit platform",neutral,Twitter
"Some American homeowners are making a big retirement mistake, survey finds https://t.co/Gx8kvkRx3Q by @dsinghx https://t.co/Xhw5pLL4jG",neutral,Twitter
Should You Worry About Lightbridge Corporation's (NASDAQ:LTBR) CEO Pay Cheque?,neutral,Twitter
The sale price was not disclosed .,neutral,FPB
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive,FiQA
Crude heads for weekly advance as coronavirus worries recede https://t.co/ajuzuzXNQt,positive,Twitter
Spirit Airlines stock price target raised to $55 from $49 at Deutsche Bank,positive,Twitter
"How Dow 28,000 Can Rapidly Become Dow 30,000 and Even Higher in 2020",neutral,Twitter
Qualcomm Shares Dip Even After Q1 Earnings Beat Over China Coronavirus Outlook,negative,Twitter
G4S sees profits rise but UK contract problems remain,positive,FiQA
Canadian National Technology Guru Departing,neutral,Twitter
Hexo stock price target cut to C$5 from C$6 at MKM Partners,negative,Twitter
"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",neutral,FPB
"Brighthouse Financial EPS beats by $0.27, beats on revenue",positive,Twitter
Encana shareholder to vote against move out of Canada,neutral,Twitter
The firm generated sales of 187 mln eur in 2005 .,neutral,FPB
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",positive,FPB
Industry NewsWolseley confident in reslilience amid mixed markets,positive,FiQA
Partisan finger-pointing in Congress threatens to poison the debate when lawmakers try to find another emergency bo… https://t.co/QW0zRqu5Aj,neutral,Twitter
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",positive,FiQA
"Gorman-Rupp EPS misses by $0.06, misses on revenue",negative,Twitter
"$HOLX: Hologic sees Q2 below consensus, withdraws FY 20 guidance https://t.co/GXnXlLa9uZ",negative,Twitter
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,FPB
$POLA $OSS - StoneCo and i3 Verticals among Tech gainers; VirnetX and Pure Storage among losers https://t.co/50gLpRA4mu,neutral,Twitter
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,positive,FPB
"First-time U.S. jobless claims drop to 202,000",positive,Twitter
Branches still pay off for Canada’s banks even in the app era https://t.co/JFjJPojyBT,neutral,Twitter
Ford top automotive executive retires in management shake-up,neutral,Twitter
EBIT margin was up from 1.4 % to 5.1 % .,positive,FPB
$ATRS - Antares' Xyosted Is One Of The Best Testosterone Replacement Therapies Available. Subscribe to Seeking Alph… https://t.co/k1aJ5ESVJc,positive,Twitter
"European stocks hover near 3-week low, Dialog and BHP slump",negative,FiQA
"Balance Point already near goal for new fundraise, just a year after $380m Fund III close",neutral,Twitter
LSU Quarterback Joe Burrow Wins Heisman Trophy in Landslide Vote,neutral,Twitter
"$LMNX (+10.8% pre) Luminex Corporation Pre-Release of 1st Quarter Revenue - P&T

https://t.co/pKKqm9kU8k",positive,Twitter
"How Does Investing In Seres Therapeutics, Inc. (NASDAQ:MCRB) Impact The Volatility Of Your Portfolio?",neutral,Twitter
$SCANX: Today's biggest % gainers/losers https://t.co/JfKplyj1Lo,neutral,Twitter
Klabin reports Q4 results,neutral,Twitter
Q4 2019 Investment Style Ratings For ETFs And Mutual Funds. Keep reading: https://t.co/ULtBNLURe7 #economy #investing #markets,neutral,Twitter
Pete Buttigieg is raking in more money from the entertainment industry than any of his rival Democratic presidentia… https://t.co/tkfGFxHkiQ,neutral,Twitter
Eni CEO Sees Oil Market Stabilizing on U.S.-China deal,neutral,Twitter
"Why the Equal Rights Amendment, a 1972 Ideal, Is Back",neutral,Twitter
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,FPB
"Wells Fargo analyst Dori Kesten lifted her rating on Marriott $MAR to overweight, noting that the hotel chain's sha… https://t.co/9TLXzYZjUs",positive,Twitter
"""The worst is behind us for this cyclical bear market that began two years ago, not last month,"" said a Morgan Stan… https://t.co/e8xnMsmKNI",positive,Twitter
Kohl's Q3 adj. EPS 74 cents; FactSet consensus 86 cents,negative,Twitter
You 're not alone .,neutral,FPB
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive,FPB
"Very Optimistic About 2020, Says Bank Albilad CEO",positive,Twitter
This map shows the U.S. cities where robots are impacting jobs the most. (via @CNBCMakeIt) https://t.co/75r14auc32 https://t.co/dolkFZtPxx,neutral,Twitter
"$PRCP - Perceptron EPS misses by $0.02, misses on revenue https://t.co/jNVJq3onzx",negative,Twitter
"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",neutral,FPB
Siebert Financial : Where there's a will&hellip; #SiebertFinancial #Stock #MarketScreener https://t.co/VxnmOhonJU https://t.co/YUOaI40zop,neutral,Twitter
Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,negative,FiQA
Intelsat Shorts Stick to Positions Even After Record 75% Wipeout,negative,Twitter
Platts: 5 Commodity Charts To Watch This Week https://t.co/u6hpTFPb7o,neutral,Twitter
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",neutral,FPB
Boyd Gaming pulls off financing move,neutral,Twitter
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral,FPB
$FB - Facebook built app for real-time face recognition - report https://t.co/MFOuEHJp1Z,neutral,Twitter
NTSB wants Boeing to redesign 737s after deadly 2018 Southwest accident,neutral,Twitter
"$FLDM - Fluidigm EPS beats by $0.06, beats on revenue https://t.co/LucTN2sruO",positive,Twitter
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,FPB
$FGB - First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend https://t.co/n2NZfcESuD,neutral,Twitter
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,FPB
Materials Down As Stimulus Bill Stalls In Senate -- Materials Roundup #economy #MarketScreener… https://t.co/GgFSrLh54j,negative,Twitter
Committee Of Secretaries On Telecom Relief Package Said To Have Disbanded,neutral,Twitter
"How Does Consort Medical's (LON:CSRT) P/E Compare To Its Industry, After Its Big Share Price Gain?",neutral,Twitter
Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .,neutral,FPB
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,FPB
What Top Shareholders Said in Run Up to Credit Suisse CEO Ouster,neutral,Twitter
Clorox declares $1.06 dividend,neutral,Twitter
Stocks start with solid gains; tech a strong early leader https://t.co/orxPJBKlr3,positive,Twitter
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive,FPB
$TLT $TBT $USO - Interest rates and oil carve out new lows as stocks slip https://t.co/8qemzQl6Ze,negative,Twitter
The consensus of professional forecasters is that U.S. real GDP growth will dip below 2% in 2020… https://t.co/33GnLQotKz,negative,Twitter
The presentation material can be viewed on the company 's website in English after the conference .,neutral,FPB
"Only 11% of quant funds are ahead of their benchmark YTD, underperforming by 3.2ppt: BofA",negative,Twitter
STUK today is a full service house expert in radiation and nuclear safety issues .,neutral,FPB
"Billionaire Investor Bill Ackman Trims Stake In Chipotle, But Is Still Betting Big On Burritos With 5% Stake",neutral,Twitter
Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral,FPB
"The man about to become Britain's top central banker says the U.K. should be free to change its own rules, ahead of… https://t.co/K7CYXMDfaf",neutral,Twitter
��Yes! We have no bananas.🎶 Watch the full video and learn why the banana could go extinct. https://t.co/a8LmzX6jKN https://t.co/Zvk25r2EUM,neutral,Twitter
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive,FiQA
"Turn to the beaches of the Southeast, according to @CateyHill.
https://t.co/18GcluhWX2",neutral,Twitter
Should You Be Tempted To Sell Ecolab Inc. (NYSE:ECL) Because Of Its P/E Ratio?,neutral,Twitter
Walmart Marks A Five-Year Streak Of Quarterly Sales Gains And Turns To A Robotic Future,positive,Twitter
Here’s the status of impeachment—and all the other Trump investigations—right now https://t.co/OVfzlrjhoD,neutral,Twitter
Advanced Emissions Solutions declares $0.25 dividend,neutral,Twitter
Medicines : Novartis to buy U.S. biotech The Medicines Co. for $9.7 billion #Medicines #Stock #MarketScreener… https://t.co/TA05wVBHcd,neutral,Twitter
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,FPB
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",negative,FiQA
"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com",neutral,FPB
$ICLN - iShares Global Clean Energy ETF: A Bright Future. https://t.co/EmZelHlcy7 #stocks #finance #economy,positive,Twitter
"The subscriptions increase Cargotec 's share capital by 36,780 euros .",positive,FPB
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive,FPB
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral,FPB
UPDATE 1-Russia's Yandex to adjust corporate governance structure,neutral,Twitter
Alkermes to acquire Rodin Therapeutics for up to $950 million,neutral,Twitter
"$500-$30,465 in 9 weeks time. Goal is 40k by end of month. Just need to play smart, buy time and take those profits… https://t.co/nzzyJNCFsW",neutral,Twitter
Wall Street firms release their 2020 S&P 500 targets,neutral,Twitter
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",neutral,FPB
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral,FPB
"Shares gain, but doubts linger on U.S.-China deal, oil rises",neutral,Twitter
FirstFarms A/S (CPH:FFARMS) Delivered A Weaker ROE Than Its Industry,negative,Twitter
"Novartis takes on Sanofi, Amgen with $9.7 billion takeover of heart drug maker
https://t.co/zW0AdcOXGJ https://t.co/xfzY36qNJ3",neutral,Twitter
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive,FPB
Merit Medical : Launches ReSolve Mini&trade; Locking Drainage Catheter #MeritMedical #Stock #MarketScreener… https://t.co/vwM769hibZ,neutral,Twitter
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",positive,FPB
cbdMD’s CBD PM and CBD Freeze Awarded 2020 Product of the Year,neutral,Twitter
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive,FiQA
".@CNBCselect usually doesn't recommend signing up for a store credit card, but here's one big exception.… https://t.co/nPFeuun4Og",neutral,Twitter
Oil tumbles as U.S. gasoline supplies rise by most since January https://t.co/t07uydxG2K via @business https://t.co/FpfskYKqZM,negative,Twitter
Boeing's stock dives after NTSB recommends 'more robust redesign' of 737-700s,negative,Twitter
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,FPB
Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,positive,FiQA
Barclays sells benchmark indices unit to Bloomberg,positive,FiQA
"Brazil's Afro-Brazilians are beginning to get their due, says @macmargolis (via @bopinion) https://t.co/tezavhCp6r",neutral,Twitter
Japan's Nikkei lands Financial Times in $1.3 billion deal,positive,FiQA
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,FiQA
Thiam gets the boot at Credit Suisse,neutral,Twitter
@here $BORR entry was 1.43 will add more and average up. pullback to 1.48-1.50 add for handle @here break above 1.6… https://t.co/QtcXY6142B,positive,Twitter
The U.S. resident population may have grown at its slowest peacetime rate ever in 2019 https://t.co/jr82QLbGaq https://t.co/XeP4Kp2bnh,negative,Twitter
Diageo receives reports from United Spirits on financial irregularities involving ...,negative,FiQA
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral,FPB
PJT Partners declares $0.05 dividend,neutral,Twitter
Andaz Brand Debuts in Dubai With the Opening of Andaz Dubai The Palm,neutral,Twitter
The Credit-Ratings Business May Never Get Fixed,neutral,Twitter
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral,FPB
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,FPB
"We Urge People to Cut Ties With the Violence, Says Democratic Alliance’s Chow",neutral,Twitter
Popeyes Chicken Sandwich Causes Sales to Jump 42% Higher,positive,Twitter
Germany’s machine makers warned that concerns over investments from China into Europe’s largest economy are at risk… https://t.co/Uwi0ksH0pd,negative,Twitter
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,FPB
The company does not disclose the sum it applied for .,neutral,FPB
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",neutral,FPB
$USFD - US Foods Q4 2019 Earnings Preview https://t.co/bBrEejXdYb,neutral,Twitter
U.S. Fed preparing to buy new small business payroll loans: Wall Street Journal https://t.co/bKlfm9QFgB https://t.co/ZnUbuWVFFu,neutral,Twitter
Markforged Achieves ISO 27001 Certification,neutral,Twitter
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,FPB
Disney downgraded as analyst says parks attendance could take 2 years to 'normalize' https://t.co/InJKourtW3,negative,Twitter
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,FPB
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral,FPB
"A fire broke out overnight at Exxon's Baton Rouge oil refinery in Louisiana, halting production at the fifth-bigges… https://t.co/fo5UTOUNMB",neutral,Twitter
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,FPB
CART leads financial gainers; AIHS and MDLY the only losers,neutral,Twitter
The dividends payable annually shall be deducted from the share subscription price .,neutral,FPB
Shots Fired At Mar-a-Lago https://t.co/kxZiY2weRW,neutral,Twitter
"Natural Gas $UNG with a bounce today seeing 28,000 March $14 calls active early today",positive,Twitter
$RGEN - Repligen (RGEN) Investor Presentation - Slideshow. Get more updates here: https://t.co/kK62YD35wd #markets #stocks #investing,neutral,Twitter
Washington State's Ban on Flavored and THC Vapes Expires,neutral,Twitter
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,positive,FPB
The Fed moved to bolster a new small-business lending program by allowing banks to turn those loans over to the U.S… https://t.co/Y2piO9HcrP,neutral,Twitter
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive,FPB
Telix Pharmaceuticals : Webcast of CEO presentation to Jefferies Conference #TelixPharmaceuticals #Stock… https://t.co/byNSIkQ6op,neutral,Twitter
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral,FPB
"Mutual Fund Misfires of the Market - February 06, 2020",neutral,Twitter
Roku -5.1% after filing to offer up to 1M shares,negative,Twitter
"XFL Players Who Kneel During the Anthem Will Face ‘Consequences’, Commissioner Says",neutral,Twitter
"The rally is running out of steam, and for good reason https://t.co/7UTw0Uh3WV",negative,Twitter
Glencore chief blames rivals' overproduction for share price fall,negative,FiQA
Sentiment Speaks: The Death Of Hedge Funds At A Time We Will Need Them Most. Read more and get updates on any stock… https://t.co/Qf7458d3PG,neutral,Twitter
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,neutral,FPB
"S&P 500, Nasdaq see closing highs; Slack halted for coming news https://t.co/cMizm4ImP6 https://t.co/vlKQ67OJDo",positive,Twitter
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",positive,FPB
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',neutral,FPB
Gm wins key legal victory over pre-bankruptcy liability,positive,Twitter
$CWBHF - Charlotte's Web announces underwritten offering https://t.co/sztUW2bVmi,neutral,Twitter
"LISTEN NOW: Uber revealed disturbing new data on sexual assaults, a blowout jobs report, and gaming's big future wi… https://t.co/3xW1BILn8r",neutral,Twitter
Simon Property to buy mall owner Taubman in $3.6bn deal https://t.co/NKyvTrVtnZ,neutral,Twitter
"Accident Deaths Plunge Drastically In Few States, Union Territories Post New Motor Act: Government",neutral,Twitter
RBI surprises Street; Sensex pares gains after hitting mount 30k,negative,FiQA
MEI Pharma Inc (NASDAQ:MEIP): Hedge Funds In Wait-and-See Mode,neutral,Twitter
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,FPB
"Samenvatting: Japanse NEDO en Panasonic behalen ‘s werelds hoogste conversie-efficiëntie van 16,09% voor grootste zonnecelmodule met Perovskite per gebied",neutral,Twitter
Stock Values in Johannesburg So Low They’re Tough to Resist,neutral,Twitter
Just went long $ILMN,positive,FiQA
Billionaire Nelson Peltz's Trian Partners saw its portfolio of investments decline by more than 16% in March https://t.co/OpWUjehvwp,negative,Twitter
"However , the bottom-line result improved thanks to positive financial items .",positive,FPB
"Stock Market Update: Energy remains weak, while mega-cap tech remains strong",neutral,Twitter
Both companies ' existing investment plans will be coordinated .,neutral,FPB
"Scoop: Trump administration pushing new drug spending cap - Axios

https://t.co/fItFGFFIE6",neutral,Twitter
The invention carries International Patent Publication No. .,neutral,FPB
Soybeans Nudge Higher After China Makes Small Tariff Cut,positive,Twitter
"$ECONX: November Average Hourly Earnings M/M +0.2% vs +0.3% https://t.co/M9gpUZQoF7 consensus, prior +0.36% from +0… https://t.co/wWgQrqkNXh",positive,Twitter
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",neutral,FPB
"36% of millennials polled say that they approve of communism, which is up significantly from 28% in 2018. https://t.co/WJJfbWU8hS",neutral,Twitter
$IWM same conditions that sent markets to tumble all hitting this week,negative,FiQA
Edited Transcript of DSSI.N earnings conference call or presentation 13-Nov-19 1:00pm GMT,neutral,Twitter
"$AHC - A. H. Belo halves dividend, cuts capital spending to below $1M https://t.co/Umq8VBgJaZ",negative,Twitter
Gamma Communications : acquires Unified Communications infrastructure provider Telsis ... #GammaCommunications… https://t.co/OgVdyerr9w,neutral,Twitter
$ZYME: H.C. Wainwright starts at Buy,positive,Twitter
"Stock Market Update: Macy's shares slide on retail weakness, potential credit card breach",negative,Twitter
$VREX - Varex Imaging Q1 2020 Earnings Preview https://t.co/AWMo0muWZd,neutral,Twitter
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,FPB
This is what it's like to run a 112-kilometer trail over South Korea's tallest mountain. https://t.co/HO2nYKFTGg https://t.co/TG4O2dski8,neutral,Twitter
$PRTA - Prothena (PRTA) Investor Presentation - Slideshow. Read more and get updates on any stock!… https://t.co/sUP1UgLUhE,neutral,Twitter
London Stock Exchange : Notice of Redemption #LondonStockExchange #Stock #MarketScreener https://t.co/oSK7AsouUi https://t.co/4YLjbfyYuD,neutral,Twitter
Crude Oil Price Update – Direction Controlled by $51.84 Pivot,neutral,Twitter
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",positive,FPB
"AM Best Affirms Credit Ratings of Meritz Fire & Marine Insurance Co., Ltd. https://t.co/rXWR7i4wmZ https://t.co/MrOyRXArwF",neutral,Twitter
"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",positive,FPB
"Bitcoin, Ethereum & Litecoin - American Wrap: 12/16/19",neutral,Twitter
Retirement expert: The 'easiest' crack to fix in the system is workplace access https://t.co/MHHzY6X8Dh by… https://t.co/9sLWOOQsHP,neutral,Twitter
"Penn National Gaming Reports Fourth Quarter Revenues of $1.34 Billion, Net Loss of $92.9 Million, Adjusted EBITDA of $304.0 Million, and Adjusted EBITDAR of $399.4 Million",neutral,Twitter
Alio Gold Settles Arbitration With Maverix Metals  https://t.co/DA3DrYrybW,positive,Twitter
$XLK $ON $KLAC - Semis gain on signs of resilience https://t.co/l52ROzQzsr,positive,Twitter
Arm profits and sales up as shift away from mobile gains pace,positive,FiQA
"Demand for U.K. Office Space as Strong as Ever, Says JLL U.K. CEO",positive,Twitter
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",neutral,FPB
"In addition , a good biological durability is achieved . ''",neutral,FPB
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive,FPB
A Quarter of Americans Are Making a Big Mistake This Holiday Season,neutral,Twitter
